Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
October 31 2017,Walla Walla,WA,Passenger,28,28,56,35130,35186,0.16
April 30 2020,Cumberland,NC,Passenger,1,2,3,477,480,0.62
November 30 2023,Bay,FL,Passenger,1,0,1,26,27,3.7
May 31 2024,Sarasota,FL,Passenger,1,0,1,21,22,4.55
September 30 2023,Dallas,TX,Passenger,2,0,2,91,93,2.15
December 31 2017,Lincoln,WA,Truck,0,0,0,4494,4494,0
June 30 2021,Stevens,WA,Truck,0,0,0,18932,18932,0
August 31 2024,Okanogan,WA,Truck,20,0,20,16387,16407,0.12
November 30 2022,Placer,CA,Passenger,2,0,2,79,81,2.47
September 30 2022,Loudoun,VA,Passenger,2,1,3,68,71,4.23
July 31 2020,Ferry,WA,Truck,0,0,0,3569,3569,0
January 31 2025,Suffolk,MA,Passenger,2,1,3,23,26,11.54
December 31 2024,Anne Arundel,MD,Truck,1,0,1,35,36,2.78
September 30 2022,Klickitat,WA,Passenger,108,54,162,15096,15258,1.06
October 31 2018,Cowlitz,WA,Truck,0,0,0,28661,28661,0
March 31 2020,Lincoln,WA,Truck,0,0,0,4653,4653,0
July 31 2022,Charles,MD,Passenger,1,1,2,61,63,3.17
April 30 2024,Benton,AR,Passenger,1,0,1,18,19,5.26
July 31 2019,Pierce,WA,Passenger,1876,1563,3439,543986,547425,0.63
July 31 2018,St. Mary's,MD,Passenger,1,0,1,216,217,0.46
October 31 2019,Kern,CA,Passenger,0,1,1,223,224,0.45
April 30 2017,Cascade,MT,Passenger,0,1,1,67,68,1.47
April 30 2023,San Francisco,CA,Passenger,3,0,3,84,87,3.45
August 31 2020,Sussex,NJ,Passenger,1,0,1,2,3,33.33
July 31 2022,Whatcom,WA,Passenger,1863,750,2613,148497,151110,1.73
June 30 2022,Clallam,WA,Passenger,422,246,668,49723,50391,1.33
August 31 2024,Cumberland,PA,Passenger,1,0,1,38,39,2.56
October 31 2022,Danville,VA,Passenger,1,0,1,0,1,100
October 31 2020,Kitsap,WA,Passenger,1465,721,2186,179515,181701,1.2
November 30 2022,Thurston,WA,Passenger,2547,1106,3653,191707,195360,1.87
November 30 2019,Maui,HI,Passenger,2,0,2,43,45,4.44
May 31 2023,Snohomish,WA,Truck,161,0,161,121472,121633,0.13
April 30 2019,Contra Costa,CA,Passenger,2,1,3,380,383,0.78
March 31 2018,Palm Beach,FL,Passenger,0,2,2,88,90,2.22
November 30 2023,Pinal,AZ,Passenger,2,1,3,87,90,3.33
November 30 2020,Dallas,TX,Passenger,1,0,1,193,194,0.52
June 30 2024,Hardin,KY,Truck,1,0,1,19,20,5
October 31 2020,Kings,NY,Passenger,1,0,1,69,70,1.43
February 28 2017,Volusia,FL,Passenger,0,1,1,50,51,1.96
July 31 2024,Tom Green,TX,Passenger,0,1,1,16,17,5.88
September 30 2021,Clallam,WA,Truck,1,0,1,22000,22001,0
May 31 2021,Whatcom,WA,Truck,4,0,4,43843,43847,0.01
August 31 2020,Nassau,FL,Passenger,1,0,1,39,40,2.5
December 31 2023,Forsyth,GA,Passenger,1,0,1,9,10,10
May 31 2019,Skagit,WA,Truck,1,0,1,32407,32408,0
September 30 2020,Goochland,VA,Passenger,3,2,5,281,286,1.75
December 31 2019,Washoe,NV,Passenger,1,0,1,119,120,0.83
July 31 2020,San Joaquin,CA,Passenger,1,0,1,137,138,0.72
January 31 2022,Rockingham,NH,Passenger,1,0,1,22,23,4.35
November 30 2019,Snohomish,WA,Truck,0,0,0,123124,123124,0
February 29 2020,San Juan,WA,Truck,0,0,0,5924,5924,0
May 31 2023,Douglas,WA,Passenger,197,60,257,28717,28974,0.89
October 31 2023,District of Columbia,DC,Passenger,1,0,1,148,149,0.67
October 31 2022,Hennepin,MN,Passenger,1,0,1,62,63,1.59
February 29 2024,Orange,CA,Passenger,7,2,9,335,344,2.62
July 31 2021,Saratoga,NY,Passenger,1,0,1,46,47,2.13
August 31 2021,Suffolk,VA,Passenger,1,0,1,132,133,0.75
February 28 2023,Mercer,NJ,Passenger,0,1,1,13,14,7.14
January 31 2021,Kent,MI,Passenger,0,1,1,30,31,3.23
March 31 2021,Grays Harbor,WA,Truck,0,0,0,21256,21256,0
January 31 2024,Larimer,CO,Passenger,1,0,1,28,29,3.45
July 31 2022,El Dorado,CA,Passenger,1,0,1,29,30,3.33
February 28 2018,Lewis,WA,Passenger,52,47,99,56869,56968,0.17
May 31 2021,Jefferson,WA,Passenger,322,182,504,24854,25358,1.99
November 30 2023,Pend Oreille,WA,Truck,2,0,2,5585,5587,0.04
October 31 2024,Hudson,NJ,Passenger,1,0,1,18,19,5.26
February 28 2022,Meade,KY,Passenger,1,0,1,24,25,4
August 31 2024,Santa Barbara,CA,Passenger,1,0,1,53,54,1.85
December 31 2021,Wilson,TX,Passenger,0,1,1,3,4,25
May 31 2021,Whitman,WA,Truck,0,0,0,8567,8567,0
June 30 2021,Sarasota,FL,Passenger,2,0,2,40,42,4.76
February 28 2023,Dorchester,SC,Passenger,1,0,1,54,55,1.82
November 30 2022,Mercer,NJ,Passenger,0,1,1,13,14,7.14
June 30 2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
March 31 2023,Benton,WA,Truck,16,0,16,43308,43324,0.04
October 31 2017,Norfolk,MA,Passenger,1,0,1,41,42,2.38
December 31 2024,Essex,NJ,Passenger,1,1,2,5,7,28.57
September 30 2024,Richmond,VA,Passenger,1,0,1,7,8,12.5
December 31 2017,Grant,WA,Passenger,26,34,60,62092,62152,0.1
July 31 2022,Lincoln,WA,Passenger,9,16,25,7700,7725,0.32
May 31 2022,Stevens,WA,Passenger,65,54,119,30000,30119,0.4
July 31 2019,Jefferson,WA,Truck,0,0,0,9680,9680,0
September 30 2023,Collin,TX,Passenger,5,0,5,56,61,8.2
June 30 2023,Moore,NC,Passenger,0,1,1,125,126,0.79
September 30 2022,Benton,WA,Truck,5,0,5,43331,43336,0.01
March 31 2019,Adams,WA,Truck,0,0,0,5100,5100,0
October 31 2021,Montgomery,MD,Passenger,3,2,5,224,229,2.18
June 30 2019,Middlesex,MA,Passenger,1,0,1,117,118,0.85
August 31 2024,Benton,AR,Passenger,1,0,1,15,16,6.25
December 31 2023,Ray,MO,Passenger,0,1,1,0,1,100
November 30 2020,Larimer,CO,Passenger,1,0,1,54,55,1.82
January 31 2025,Thurston,WA,Truck,225,0,225,51673,51898,0.43
November 30 2018,Snohomish,WA,Truck,1,0,1,121930,121931,0
April 30 2021,Maui,HI,Passenger,2,0,2,29,31,6.45
November 30 2023,Chesterfield,VA,Passenger,1,0,1,41,42,2.38
October 31 2022,Howard,MD,Passenger,0,2,2,66,68,2.94
August 31 2018,Norfolk,MA,Passenger,1,0,1,39,40,2.5
January 31 2023,Maui,HI,Passenger,1,0,1,25,26,3.85
February 29 2024,Los Angeles,CA,Passenger,11,3,14,622,636,2.2
March 31 2020,Kootenai,ID,Passenger,1,2,3,239,242,1.24
January 31 2023,Lane,OR,Passenger,0,2,2,104,106,1.89
September 30 2023,Wichita,TX,Passenger,1,0,1,35,36,2.78
July 31 2020,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94
March 31 2021,Stafford,VA,Passenger,2,1,3,106,109,2.75
April 30 2023,Randolph,NC,Passenger,1,0,1,1,2,50
December 31 2020,Klickitat,WA,Passenger,62,43,105,14972,15077,0.7
February 28 2023,Berkeley,SC,Passenger,0,1,1,129,130,0.77
March 31 2021,Contra Costa,CA,Passenger,3,4,7,268,275,2.55
November 30 2020,Washington,WI,Passenger,1,0,1,3,4,25
November 30 2024,Harford,MD,Passenger,2,0,2,38,40,5
June 30 2023,Hawaii,HI,Passenger,1,0,1,36,37,2.7
July 31 2019,Clallam,WA,Passenger,177,140,317,50627,50944,0.62
June 30 2023,Klickitat,WA,Truck,12,0,12,8222,8234,0.15
July 31 2023,Atlantic,NJ,Passenger,1,0,1,9,10,10
May 31 2024,Chatham,NC,Passenger,1,0,1,3,4,25
May 31 2024,Thurston,WA,Truck,132,0,132,53262,53394,0.25
March 31 2018,Clallam,WA,Passenger,119,101,220,49507,49727,0.44
January 31 2020,St. Mary's,MD,Passenger,1,0,1,216,217,0.46
July 31 2023,Sonoma,CA,Passenger,3,1,4,65,69,5.8
July 31 2019,Klamath,OR,Passenger,1,0,1,43,44,2.27
January 31 2018,DeKalb,IN,Passenger,1,0,1,1,2,50
December 31 2022,Asotin,WA,Truck,0,0,0,6652,6652,0
May 31 2023,Asotin,WA,Truck,0,0,0,6611,6611,0
February 29 2024,Adams,WA,Truck,3,0,3,5373,5376,0.06
August 31 2024,Skagit,WA,Passenger,1595,569,2164,87965,90129,2.4
August 31 2020,Kent,MI,Passenger,0,1,1,31,32,3.12
May 31 2020,San Francisco,CA,Passenger,1,2,3,104,107,2.8
December 31 2024,Chesterfield,VA,Passenger,1,0,1,33,34,2.94
September 30 2024,Williamson,TN,Passenger,0,1,1,5,6,16.67
July 31 2022,Fairfax,VA,Passenger,7,2,9,658,667,1.35
August 31 2018,Howard,MD,Passenger,0,1,1,91,92,1.09
June 30 2021,Hillsborough,FL,Passenger,0,1,1,161,162,0.62
November 30 2017,Canyon,ID,Passenger,0,1,1,100,101,0.99
August 31 2021,Milwaukee,WI,Passenger,1,0,1,48,49,2.04
March 31 2024,Klickitat,WA,Truck,16,0,16,8173,8189,0.2
April 30 2021,San Bernardino,CA,Passenger,1,0,1,409,410,0.24
January 31 2020,San Mateo,CA,Passenger,1,1,2,130,132,1.52
August 31 2024,Nueces,TX,Passenger,2,1,3,48,51,5.88
August 31 2023,Monterey,CA,Passenger,0,3,3,126,129,2.33
September 30 2024,Tarrant,TX,Passenger,2,0,2,72,74,2.7
May 31 2022,Pinal,AZ,Passenger,0,1,1,146,147,0.68
July 31 2021,Suffolk,MA,Passenger,0,2,2,38,40,5
September 30 2023,Palm Beach,FL,Passenger,1,1,2,50,52,3.85
March 31 2024,Allen,IN,Passenger,1,1,2,10,12,16.67
June 30 2021,Yakima,WA,Truck,0,0,0,61687,61687,0
January 31 2023,Douglas,WA,Truck,5,0,5,12859,12864,0.04
November 30 2017,Cowlitz,WA,Truck,0,0,0,28144,28144,0
June 30 2020,Pinal,AZ,Passenger,1,0,1,201,202,0.5
April 30 2023,Fredericksburg,VA,Passenger,1,0,1,5,6,16.67
June 30 2024,Platte,MO,Passenger,2,0,2,15,17,11.76
February 28 2021,Pierce,WA,Passenger,3025,1804,4829,554695,559524,0.86
June 30 2023,Travis,TX,Passenger,1,3,4,105,109,3.67
October 31 2021,Essex,NJ,Passenger,2,0,2,15,17,11.76
January 31 2025,Williamson,TN,Passenger,0,1,1,2,3,33.33
February 28 2022,Kitsap,WA,Truck,0,0,0,53956,53956,0
January 31 2018,Cowlitz,WA,Truck,0,0,0,28200,28200,0
January 31 2017,Norfolk,VA,Passenger,1,1,2,302,304,0.66
June 30 2021,Maui,HI,Passenger,2,0,2,28,30,6.67
October 31 2020,Gwinnett,GA,Passenger,1,0,1,73,74,1.35
February 28 2022,Rogers,OK,Passenger,1,0,1,7,8,12.5
March 31 2024,Spokane,WA,Truck,84,0,84,101373,101457,0.08
June 30 2019,Whitman,WA,Passenger,31,46,77,22701,22778,0.34
December 31 2020,Tarrant,TX,Passenger,1,0,1,183,184,0.54
March 31 2017,Norfolk,VA,Passenger,1,1,2,301,303,0.66
August 31 2020,St. Mary's,MD,Passenger,1,0,1,222,223,0.45
July 31 2023,Arlington,VA,Passenger,3,0,3,127,130,2.31
November 30 2019,Lake,CA,Passenger,0,1,1,12,13,7.69
January 31 2021,DuPage,IL,Passenger,4,1,5,61,66,7.58
May 31 2023,Columbia,GA,Passenger,1,0,1,81,82,1.22
December 31 2018,Spokane,WA,Truck,1,0,1,93732,93733,0
May 31 2022,Lewis,WA,Truck,0,0,0,26401,26401,0
February 29 2020,Pend Oreille,WA,Truck,0,0,0,5759,5759,0
September 30 2020,Fairbanks North Star,AK,Passenger,0,1,1,99,100,1
December 31 2018,Hardin,KY,Passenger,0,1,1,106,107,0.93
September 30 2023,Douglas,NE,Passenger,2,1,3,29,32,9.38
December 31 2024,Johnson,MO,Passenger,1,0,1,21,22,4.55
November 30 2022,Cass,MN,Passenger,0,1,1,2,3,33.33
June 30 2023,Grant,WA,Truck,11,0,11,28072,28083,0.04
April 30 2018,Skagit,WA,Truck,1,0,1,31973,31974,0
September 30 2024,Okanogan,WA,Passenger,204,98,302,25904,26206,1.15
January 31 2017,Tulare,CA,Passenger,1,0,1,204,205,0.49
February 28 2017,,,Passenger,2,0,2,463,465,0.43
August 31 2018,Broward,FL,Passenger,1,1,2,136,138,1.45
May 31 2023,Travis,TX,Passenger,2,3,5,107,112,4.46
September 30 2020,Pinellas,FL,Passenger,1,1,2,120,122,1.64
July 31 2021,Nassau,NY,Passenger,4,0,4,35,39,10.26
April 30 2022,Palm Beach,FL,Passenger,1,1,2,60,62,3.23
May 31 2023,Albemarle,VA,Passenger,3,0,3,19,22,13.64
October 31 2021,Mercer,NJ,Passenger,0,1,1,10,11,9.09
December 31 2019,Muskogee,OK,Passenger,0,1,1,1,2,50
February 29 2024,Pend Oreille,WA,Passenger,33,21,54,8740,8794,0.61
June 30 2023,Kings,CA,Passenger,2,2,4,277,281,1.42
October 31 2022,Cook,IL,Passenger,3,1,4,208,212,1.89
February 29 2024,Douglas,WA,Truck,11,0,11,13057,13068,0.08
December 31 2018,Maricopa,AZ,Passenger,2,3,5,1669,1674,0.3
March 31 2019,Island,WA,Truck,0,0,0,21168,21168,0
July 31 2024,Liberty,GA,Passenger,0,1,1,84,85,1.18
October 31 2020,Greene,MO,Passenger,0,1,1,39,40,2.5
January 31 2018,Essex,MA,Passenger,1,0,1,25,26,3.85
January 31 2019,Kalamazoo,MI,Passenger,1,0,1,17,18,5.56
November 30 2022,Ray,MO,Passenger,0,1,1,1,2,50
May 31 2022,Wahkiakum,WA,Passenger,22,10,32,3080,3112,1.03
May 31 2023,Collin,TX,Passenger,5,0,5,71,76,6.58
September 30 2022,Lincoln,WA,Truck,0,0,0,4838,4838,0
February 28 2022,Dorchester,SC,Passenger,1,0,1,74,75,1.33
February 29 2024,Cascade,MT,Passenger,0,1,1,30,31,3.23
August 31 2017,New Haven,CT,Passenger,0,1,1,57,58,1.72
January 31 2019,Klickitat,WA,Passenger,29,31,60,15481,15541,0.39
May 31 2022,Franklin,WA,Truck,0,0,0,20898,20898,0
July 31 2019,Loudoun,VA,Passenger,1,0,1,97,98,1.02
October 31 2020,Tulsa,OK,Passenger,1,0,1,54,55,1.82
September 30 2021,Ferry,WA,Truck,0,0,0,3592,3592,0
April 30 2023,Calvert,MD,Passenger,1,1,2,83,85,2.35
January 31 2021,Greene,MO,Passenger,0,1,1,39,40,2.5
October 31 2022,Galveston,TX,Passenger,1,1,2,21,23,8.7
March 31 2019,Juneau,AK,Passenger,0,1,1,39,40,2.5
October 31 2017,Douglas,WA,Passenger,36,32,68,26963,27031,0.25
March 31 2021,Collin,TX,Passenger,2,1,3,132,135,2.22
October 31 2021,Carroll,MD,Passenger,0,1,1,18,19,5.26
November 30 2020,Sarasota,FL,Passenger,2,0,2,41,43,4.65
May 31 2024,Platte,MO,Passenger,2,0,2,16,18,11.11
June 30 2022,Hamilton,IN,Passenger,1,0,1,30,31,3.23
March 31 2024,Chatham,NC,Passenger,1,0,1,4,5,20
March 31 2023,Jefferson,WA,Passenger,525,248,773,24249,25022,3.09
June 30 2017,Wayne,MI,Passenger,0,1,1,70,71,1.41
March 31 2017,Collin,TX,Passenger,0,1,1,155,156,0.64
February 29 2020,Deschutes,OR,Passenger,4,0,4,158,162,2.47
March 31 2022,Philadelphia,PA,Passenger,1,0,1,49,50,2
June 30 2022,Muscogee,GA,Passenger,0,1,1,135,136,0.74
July 31 2023,Snohomish,WA,Passenger,13169,3128,16297,526938,543235,3
April 30 2019,Ferry,WA,Passenger,4,2,6,4372,4378,0.14
March 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,93,94,1.06
September 30 2020,St. Louis,MO,Passenger,1,0,1,101,102,0.98
July 31 2018,Montgomery,MD,Passenger,1,0,1,295,296,0.34
April 30 2019,Orange,FL,Passenger,1,0,1,166,167,0.6
December 31 2019,Arapahoe,CO,Passenger,1,0,1,149,150,0.67
December 31 2019,Shelby,TN,Passenger,0,1,1,101,102,0.98
October 31 2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
March 31 2021,Carroll,NH,Passenger,0,1,1,3,4,25
March 31 2020,Skamania,WA,Truck,0,0,0,4082,4082,0
December 31 2019,Benton,WA,Truck,0,0,0,42474,42474,0
February 28 2022,Lincoln,WA,Passenger,7,17,24,7672,7696,0.31
November 30 2017,Flathead,MT,Passenger,1,0,1,63,64,1.56
June 30 2022,Benton,WA,Truck,3,0,3,43524,43527,0.01
April 30 2022,Franklin,WA,Passenger,178,105,283,61915,62198,0.45
February 29 2020,Brevard,FL,Passenger,0,1,1,93,94,1.06
April 30 2021,Pennington,SD,Passenger,1,0,1,32,33,3.03
September 30 2019,Dallas,TX,Passenger,1,0,1,221,222,0.45
January 31 2023,Bell,TX,Passenger,1,0,1,304,305,0.33
April 30 2020,Grant,WA,Truck,0,0,0,26986,26986,0
January 31 2024,San Diego,CA,Truck,1,0,1,429,430,0.23
August 31 2023,Yuba,CA,Passenger,1,0,1,52,53,1.89
November 30 2024,Chesterfield,VA,Passenger,1,0,1,33,34,2.94
July 31 2024,Yuba,CA,Passenger,1,0,1,48,49,2.04
May 31 2021,Williams,ND,Passenger,0,1,1,6,7,14.29
June 30 2020,Yakima,WA,Passenger,132,119,251,165283,165534,0.15
March 31 2023,Pierce,WA,Passenger,6814,2615,9429,532416,541845,1.74
December 31 2024,Osceola,FL,Passenger,1,0,1,17,18,5.56
April 30 2020,Penobscot,ME,Passenger,0,2,2,16,18,11.11
October 31 2020,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94
February 28 2023,Grays Harbor,WA,Passenger,271,171,442,48536,48978,0.9
April 30 2019,Klickitat,WA,Passenger,33,32,65,15502,15567,0.42
October 31 2018,Williamson,TX,Passenger,0,1,1,176,177,0.56
March 31 2024,Adams,WA,Truck,4,0,4,5401,5405,0.07
November 30 2017,Lane,OR,Passenger,0,1,1,212,213,0.47
March 31 2019,Prince George's,MD,Passenger,1,1,2,190,192,1.04
December 31 2024,Williamson,TN,Passenger,0,1,1,2,3,33.33
December 31 2018,Cameron,TX,Passenger,1,0,1,34,35,2.86
October 31 2024,New York,NY,Passenger,3,0,3,21,24,12.5
October 31 2023,Island,WA,Truck,34,0,34,20839,20873,0.16
August 31 2017,Manatee,FL,Passenger,1,0,1,45,46,2.17
September 30 2019,Stafford,VA,Passenger,1,1,2,105,107,1.87
June 30 2022,Middlesex,MA,Passenger,2,0,2,97,99,2.02
August 31 2021,Pennington,SD,Passenger,1,0,1,32,33,3.03
April 30 2021,Dakota,MN,Passenger,0,1,1,28,29,3.45
April 30 2021,Jones,GA,Passenger,1,0,1,1,2,50
October 31 2021,Snohomish,WA,Truck,2,0,2,125691,125693,0
February 28 2018,Pacific,WA,Passenger,15,17,32,15453,15485,0.21
April 30 2021,Douglas,CO,Passenger,0,1,1,85,86,1.16
November 30 2021,Sevier,AR,Passenger,0,1,1,0,1,100
December 31 2020,Grays Harbor,WA,Passenger,127,121,248,48632,48880,0.51
January 31 2023,Snohomish,WA,Truck,112,0,112,122250,122362,0.09
February 28 2019,Spokane,WA,Truck,1,0,1,93856,93857,0
December 31 2020,Douglas,CO,Passenger,0,1,1,87,88,1.14
March 31 2022,Grays Harbor,WA,Truck,0,0,0,21348,21348,0
November 30 2019,Pierce,WA,Passenger,2082,1628,3710,547103,550813,0.67
January 31 2017,Okanogan,WA,Passenger,3,15,18,25812,25830,0.07
February 29 2024,Loudoun,VA,Passenger,2,1,3,60,63,4.76
January 31 2021,Prince William,VA,Passenger,1,2,3,226,229,1.31
November 30 2019,Juneau,AK,Passenger,0,2,2,34,36,5.56
December 31 2019,Chesapeake,VA,Passenger,0,1,1,444,445,0.22
January 31 2024,Lake,IL,Passenger,6,0,6,126,132,4.55
June 30 2020,Anne Arundel,MD,Passenger,0,1,1,409,410,0.24
January 31 2025,Escambia,FL,Passenger,0,1,1,95,96,1.04
December 31 2023,Moore,NC,Passenger,0,1,1,118,119,0.84
November 30 2024,Cuyahoga,OH,Passenger,1,0,1,33,34,2.94
September 30 2021,Missoula,MT,Passenger,1,0,1,61,62,1.61
July 31 2023,San Luis Obispo,CA,Passenger,1,1,2,51,53,3.77
November 30 2020,Virginia Beach,VA,Passenger,1,0,1,653,654,0.15
December 31 2019,Dallas,TX,Passenger,1,0,1,221,222,0.45
January 31 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
August 31 2021,Hawaii,HI,Passenger,1,0,1,52,53,1.89
August 31 2020,Hennepin,MN,Passenger,3,0,3,100,103,2.91
April 30 2018,Essex,MA,Passenger,1,0,1,26,27,3.7
November 30 2021,Ferry,WA,Passenger,13,3,16,4453,4469,0.36
July 31 2021,Eagle,CO,Passenger,1,0,1,8,9,11.11
June 30 2018,Brevard,FL,Passenger,0,1,1,97,98,1.02
August 31 2020,Walla Walla,WA,Truck,0,0,0,13744,13744,0
October 31 2018,Frederick,MD,Passenger,0,1,1,80,81,1.23
March 31 2021,Missoula,MT,Passenger,1,0,1,71,72,1.39
August 31 2023,Cache,UT,Passenger,1,0,1,12,13,7.69
May 31 2023,Washington,WI,Passenger,1,0,1,1,2,50
July 31 2023,Clark,NV,Passenger,9,4,13,510,523,2.49
February 29 2024,Hillsborough,FL,Passenger,3,0,3,109,112,2.68
February 29 2024,Fulton,GA,Passenger,1,1,2,60,62,3.23
August 31 2022,Pennington,SD,Passenger,2,0,2,24,26,7.69
June 30 2019,DeKalb,IN,Passenger,1,0,1,1,2,50
August 31 2018,Hardin,KY,Passenger,0,1,1,118,119,0.84
June 30 2022,Orange,NC,Passenger,1,0,1,8,9,11.11
January 31 2025,Howard,MD,Passenger,1,2,3,47,50,6
December 31 2020,Yakima,WA,Passenger,171,128,299,167201,167500,0.18
August 31 2023,Pima,AZ,Passenger,1,0,1,209,210,0.48
May 31 2020,Gwinnett,GA,Passenger,1,0,1,79,80,1.25
July 31 2022,Arlington,VA,Passenger,2,0,2,143,145,1.38
September 30 2023,Harrison,MS,Passenger,1,0,1,40,41,2.44
December 31 2024,Thurston,WA,Passenger,5182,1777,6959,186542,193501,3.6
May 31 2019,Franklin,WA,Passenger,51,69,120,59764,59884,0.2
November 30 2020,Island,WA,Truck,0,0,0,21262,21262,0
March 31 2020,Asotin,WA,Truck,0,0,0,6668,6668,0
April 30 2018,El Paso,CO,Passenger,2,1,3,761,764,0.39
August 31 2018,Frederick,MD,Passenger,0,1,1,82,83,1.2
May 31 2017,Nantucket,MA,Passenger,1,0,1,3,4,25
February 29 2024,Okaloosa,FL,Passenger,0,2,2,81,83,2.41
December 31 2023,Fredericksburg,VA,Passenger,1,0,1,5,6,16.67
December 31 2021,Whitman,WA,Passenger,67,59,126,21915,22041,0.57
April 30 2022,Island,WA,Passenger,776,364,1140,61818,62958,1.81
September 30 2023,Boulder,CO,Passenger,2,0,2,32,34,5.88
March 31 2024,Contra Costa,CA,Passenger,4,0,4,150,154,2.6
June 30 2023,Rockingham,NH,Passenger,1,0,1,19,20,5
December 31 2022,Tooele,UT,Passenger,1,0,1,11,12,8.33
February 28 2018,Columbia,WA,Truck,0,0,0,1535,1535,0
February 29 2020,Whitman,WA,Truck,0,0,0,8553,8553,0
March 31 2022,Jefferson,WA,Passenger,408,209,617,24649,25266,2.44
September 30 2021,Walla Walla,WA,Passenger,128,80,208,36392,36600,0.57
November 30 2022,Bexar,TX,Passenger,4,3,7,471,478,1.46
June 30 2017,Prince William,VA,Passenger,0,4,4,271,275,1.45
December 31 2020,Bradley,TN,Passenger,1,0,1,0,1,100
November 30 2024,Clark,WA,Truck,291,0,291,79911,80202,0.36
March 31 2024,Cowlitz,WA,Truck,15,0,15,27859,27874,0.05
January 31 2021,Whatcom,WA,Truck,3,0,3,43578,43581,0.01
June 30 2018,Chelan,WA,Passenger,110,53,163,53545,53708,0.3
November 30 2019,Frederick,MD,Passenger,1,1,2,75,77,2.6
April 30 2024,Thurston,WA,Truck,118,0,118,53281,53399,0.22
May 31 2017,Ramsey,MN,Passenger,1,0,1,46,47,2.13
November 30 2019,Santa Rosa,FL,Passenger,1,0,1,93,94,1.06
September 30 2020,Manassas,VA,Passenger,0,1,1,6,7,14.29
December 31 2017,Manatee,FL,Passenger,1,0,1,41,42,2.38
August 31 2021,Wilson,NC,Passenger,1,0,1,1,2,50
November 30 2020,Snohomish,WA,Truck,0,0,0,125419,125419,0
May 31 2018,Pend Oreille,WA,Truck,0,0,0,5674,5674,0
May 31 2020,Garfield,WA,Passenger,0,1,1,1347,1348,0.07
November 30 2024,Ferry,WA,Passenger,28,4,32,4135,4167,0.77
December 31 2022,Washington,WI,Passenger,1,0,1,1,2,50
May 31 2018,Pierce,WA,Passenger,1185,1120,2305,530257,532562,0.43
September 30 2021,Spokane,WA,Passenger,1188,698,1886,325675,327561,0.58
May 31 2017,Los Angeles,CA,Passenger,2,1,3,1362,1365,0.22
January 31 2023,Lake,IL,Passenger,2,0,2,132,134,1.49
July 31 2023,Mason,WA,Truck,13,0,13,20586,20599,0.06
December 31 2023,Orange,FL,Passenger,4,0,4,59,63,6.35
July 31 2019,St. Clair,IL,Passenger,0,1,1,168,169,0.59
October 31 2022,Prince George,VA,Passenger,1,0,1,50,51,1.96
July 31 2020,Collin,TX,Passenger,2,1,3,137,140,2.14
March 31 2022,Loudoun,VA,Passenger,1,1,2,75,77,2.6
September 30 2018,Camden,NJ,Passenger,0,1,1,25,26,3.85
February 28 2018,Snohomish,WA,Passenger,2087,1109,3196,517128,520324,0.61
May 31 2023,Benton,WA,Passenger,1119,561,1680,135304,136984,1.23
April 30 2019,Fresno,CA,Passenger,1,0,1,198,199,0.5
October 31 2019,Garfield,WA,Truck,0,0,0,961,961,0
June 30 2020,Adams,WA,Truck,0,0,0,5260,5260,0
March 31 2022,Yellowstone,MT,Passenger,0,1,1,32,33,3.03
October 31 2024,Kitsap,WA,Truck,202,0,202,51253,51455,0.39
August 31 2017,Dakota,MN,Passenger,0,2,2,40,42,4.76
July 31 2018,Ferry,WA,Truck,0,0,0,3534,3534,0
August 31 2018,Hennepin,MN,Passenger,1,0,1,117,118,0.85
May 31 2022,Hanover,VA,Passenger,1,0,1,3,4,25
June 30 2018,Mason,WA,Passenger,82,89,171,45696,45867,0.37
January 31 2019,Clackamas,OR,Passenger,1,1,2,226,228,0.88
March 31 2021,Hawaii,HI,Passenger,1,0,1,54,55,1.82
March 31 2019,Flathead,MT,Passenger,1,0,1,69,70,1.43
September 30 2023,Marion,IN,Passenger,1,0,1,32,33,3.03
February 28 2017,Pinal,AZ,Passenger,2,0,2,271,273,0.73
September 30 2020,Cameron,TX,Passenger,1,0,1,24,25,4
September 30 2023,Clark,WA,Truck,117,0,117,81166,81283,0.14
March 31 2019,Douglas,WA,Passenger,53,34,87,27880,27967,0.31
April 30 2023,Clallam,WA,Passenger,520,276,796,49044,49840,1.6
December 31 2022,Penobscot,ME,Passenger,0,2,2,9,11,18.18
January 31 2022,Danville,VA,Passenger,1,0,1,0,1,100
August 31 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
December 31 2023,Yellowstone,MT,Passenger,0,1,1,19,20,5
August 31 2024,Douglas,WA,Truck,19,0,19,12975,12994,0.15
November 30 2022,Kitsap,WA,Passenger,2693,1127,3820,176630,180450,2.12
